DriverCode,DriverNumber,TeamName,GridPosition,Position,Status,Points,Year,EventName,CircuitName,RoundNumber,IsWetRace
HAM,44,Mercedes,8.0,6.0,Finished,8.0,2024,Emilia Romagna Grand Prix,Imola,7,0
RUS,63,Mercedes,6.0,7.0,Finished,7.0,2024,Emilia Romagna Grand Prix,Imola,7,0
PER,11,Red Bull Racing,11.0,8.0,Finished,4.0,2024,Emilia Romagna Grand Prix,Imola,7,0
STR,18,Aston Martin,13.0,9.0,Finished,2.0,2024,Emilia Romagna Grand Prix,Imola,7,0
TSU,22,RB,7.0,10.0,Lapped,1.0,2024,Emilia Romagna Grand Prix,Imola,7,0
HUL,27,Haas F1 Team,10.0,11.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
MAG,20,Haas F1 Team,18.0,12.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
RIC,3,RB,9.0,13.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
OCO,31,Alpine,12.0,14.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
ZHO,24,Kick Sauber,17.0,15.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
GAS,10,Alpine,15.0,16.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
SAR,2,Williams,19.0,17.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
BOT,77,Kick Sauber,16.0,18.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
ALO,14,Aston Martin,20.0,19.0,Lapped,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
ALB,23,Williams,14.0,20.0,Retired,0.0,2024,Emilia Romagna Grand Prix,Imola,7,0
LEC,16,Ferrari,1.0,1.0,Finished,25.0,2024,Monaco Grand Prix,Monaco,8,0
PIA,81,McLaren,2.0,2.0,Finished,18.0,2024,Monaco Grand Prix,Monaco,8,0
SAI,55,Ferrari,3.0,3.0,Finished,15.0,2024,Monaco Grand Prix,Monaco,8,0
NOR,4,McLaren,4.0,4.0,Finished,12.0,2024,Monaco Grand Prix,Monaco,8,0
RUS,63,Mercedes,5.0,5.0,Finished,10.0,2024,Monaco Grand Prix,Monaco,8,0
VER,1,Red Bull Racing,6.0,6.0,Finished,8.0,2024,Monaco Grand Prix,Monaco,8,0
HAM,44,Mercedes,7.0,7.0,Finished,7.0,2024,Monaco Grand Prix,Monaco,8,0
TSU,22,RB,8.0,8.0,Lapped,4.0,2024,Monaco Grand Prix,Monaco,8,0
ALB,23,Williams,9.0,9.0,Lapped,2.0,2024,Monaco Grand Prix,Monaco,8,0
GAS,10,Alpine,10.0,10.0,Lapped,1.0,2024,Monaco Grand Prix,Monaco,8,0
ALO,14,Aston Martin,14.0,11.0,Lapped,0.0,2024,Monaco Grand Prix,Monaco,8,0
RIC,3,RB,12.0,12.0,Lapped,0.0,2024,Monaco Grand Prix,Monaco,8,0
BOT,77,Kick Sauber,17.0,13.0,Lapped,0.0,2024,Monaco Grand Prix,Monaco,8,0
STR,18,Aston Martin,13.0,14.0,Lapped,0.0,2024,Monaco Grand Prix,Monaco,8,0
SAR,2,Williams,15.0,15.0,Lapped,0.0,2024,Monaco Grand Prix,Monaco,8,0
ZHO,24,Kick Sauber,18.0,16.0,Lapped,0.0,2024,Monaco Grand Prix,Monaco,8,0
OCO,31,Alpine,11.0,17.0,Retired,0.0,2024,Monaco Grand Prix,Monaco,8,0
PER,11,Red Bull Racing,16.0,18.0,Retired,0.0,2024,Monaco Grand Prix,Monaco,8,0
HUL,27,Haas F1 Team,19.0,19.0,Retired,0.0,2024,Monaco Grand Prix,Monaco,8,0
MAG,20,Haas F1 Team,20.0,20.0,Retired,0.0,2024,Monaco Grand Prix,Monaco,8,0
VER,1,Red Bull Racing,2.0,1.0,Finished,25.0,2024,Canadian Grand Prix,Montréal,9,1
NOR,4,McLaren,3.0,2.0,Finished,18.0,2024,Canadian Grand Prix,Montréal,9,1
RUS,63,Mercedes,1.0,3.0,Finished,15.0,2024,Canadian Grand Prix,Montréal,9,1
HAM,44,Mercedes,7.0,4.0,Finished,13.0,2024,Canadian Grand Prix,Montréal,9,1
PIA,81,McLaren,4.0,5.0,Finished,10.0,2024,Canadian Grand Prix,Montréal,9,1
ALO,14,Aston Martin,6.0,6.0,Finished,8.0,2024,Canadian Grand Prix,Montréal,9,1
STR,18,Aston Martin,9.0,7.0,Finished,6.0,2024,Canadian Grand Prix,Montréal,9,1
RIC,3,RB,5.0,8.0,Finished,4.0,2024,Canadian Grand Prix,Montréal,9,1
GAS,10,Alpine,15.0,9.0,Finished,2.0,2024,Canadian Grand Prix,Montréal,9,1
OCO,31,Alpine,18.0,10.0,Finished,1.0,2024,Canadian Grand Prix,Montréal,9,1
HUL,27,Haas F1 Team,17.0,11.0,Finished,0.0,2024,Canadian Grand Prix,Montréal,9,1
MAG,20,Haas F1 Team,14.0,12.0,Finished,0.0,2024,Canadian Grand Prix,Montréal,9,1
BOT,77,Kick Sauber,19.0,13.0,Finished,0.0,2024,Canadian Grand Prix,Montréal,9,1
TSU,22,RB,8.0,14.0,Finished,0.0,2024,Canadian Grand Prix,Montréal,9,1
ZHO,24,Kick Sauber,20.0,15.0,Lapped,0.0,2024,Canadian Grand Prix,Montréal,9,1
SAI,55,Ferrari,12.0,16.0,Retired,0.0,2024,Canadian Grand Prix,Montréal,9,1
ALB,23,Williams,10.0,17.0,Retired,0.0,2024,Canadian Grand Prix,Montréal,9,1
PER,11,Red Bull Racing,16.0,18.0,Retired,0.0,2024,Canadian Grand Prix,Montréal,9,1
LEC,16,Ferrari,11.0,19.0,Retired,0.0,2024,Canadian Grand Prix,Montréal,9,1
SAR,2,Williams,13.0,20.0,Retired,0.0,2024,Canadian Grand Prix,Montréal,9,1
VER,1,Red Bull Racing,2.0,1.0,Finished,25.0,2024,Spanish Grand Prix,Barcelona,10,0
NOR,4,McLaren,1.0,2.0,Finished,19.0,2024,Spanish Grand Prix,Barcelona,10,0
HAM,44,Mercedes,3.0,3.0,Finished,15.0,2024,Spanish Grand Prix,Barcelona,10,0
RUS,63,Mercedes,4.0,4.0,Finished,12.0,2024,Spanish Grand Prix,Barcelona,10,0
LEC,16,Ferrari,5.0,5.0,Finished,10.0,2024,Spanish Grand Prix,Barcelona,10,0
SAI,55,Ferrari,6.0,6.0,Finished,8.0,2024,Spanish Grand Prix,Barcelona,10,0
PIA,81,McLaren,9.0,7.0,Finished,6.0,2024,Spanish Grand Prix,Barcelona,10,0
PER,11,Red Bull Racing,11.0,8.0,Finished,4.0,2024,Spanish Grand Prix,Barcelona,10,0
GAS,10,Alpine,7.0,9.0,Finished,2.0,2024,Spanish Grand Prix,Barcelona,10,0
OCO,31,Alpine,8.0,10.0,Finished,1.0,2024,Spanish Grand Prix,Barcelona,10,0
HUL,27,Haas F1 Team,13.0,11.0,Finished,0.0,2024,Spanish Grand Prix,Barcelona,10,0
ALO,14,Aston Martin,10.0,12.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
ZHO,24,Kick Sauber,15.0,13.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
STR,18,Aston Martin,14.0,14.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
RIC,3,RB,18.0,15.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
BOT,77,Kick Sauber,12.0,16.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
MAG,20,Haas F1 Team,16.0,17.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
ALB,23,Williams,20.0,18.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
TSU,22,RB,17.0,19.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
SAR,2,Williams,19.0,20.0,Lapped,0.0,2024,Spanish Grand Prix,Barcelona,10,0
RUS,63,Mercedes,3.0,1.0,Finished,25.0,2024,Austrian Grand Prix,Spielberg,11,0
PIA,81,McLaren,7.0,2.0,Finished,18.0,2024,Austrian Grand Prix,Spielberg,11,0
SAI,55,Ferrari,4.0,3.0,Finished,15.0,2024,Austrian Grand Prix,Spielberg,11,0
HAM,44,Mercedes,5.0,4.0,Finished,12.0,2024,Austrian Grand Prix,Spielberg,11,0
VER,1,Red Bull Racing,1.0,5.0,Finished,10.0,2024,Austrian Grand Prix,Spielberg,11,0
HUL,27,Haas F1 Team,9.0,6.0,Finished,8.0,2024,Austrian Grand Prix,Spielberg,11,0
PER,11,Red Bull Racing,8.0,7.0,Finished,6.0,2024,Austrian Grand Prix,Spielberg,11,0
MAG,20,Haas F1 Team,12.0,8.0,Finished,4.0,2024,Austrian Grand Prix,Spielberg,11,0
RIC,3,RB,11.0,9.0,Finished,2.0,2024,Austrian Grand Prix,Spielberg,11,0
GAS,10,Alpine,13.0,10.0,Finished,1.0,2024,Austrian Grand Prix,Spielberg,11,0
LEC,16,Ferrari,6.0,11.0,Finished,0.0,2024,Austrian Grand Prix,Spielberg,11,0
OCO,31,Alpine,10.0,12.0,Finished,0.0,2024,Austrian Grand Prix,Spielberg,11,0
STR,18,Aston Martin,17.0,13.0,Lapped,0.0,2024,Austrian Grand Prix,Spielberg,11,0
TSU,22,RB,14.0,14.0,Lapped,0.0,2024,Austrian Grand Prix,Spielberg,11,0
ALB,23,Williams,16.0,15.0,Lapped,0.0,2024,Austrian Grand Prix,Spielberg,11,0
BOT,77,Kick Sauber,18.0,16.0,Lapped,0.0,2024,Austrian Grand Prix,Spielberg,11,0
ZHO,24,Kick Sauber,20.0,17.0,Lapped,0.0,2024,Austrian Grand Prix,Spielberg,11,0
ALO,14,Aston Martin,15.0,18.0,Lapped,0.0,2024,Austrian Grand Prix,Spielberg,11,0
SAR,2,Williams,19.0,19.0,Lapped,0.0,2024,Austrian Grand Prix,Spielberg,11,0
NOR,4,McLaren,2.0,20.0,Lapped,0.0,2024,Austrian Grand Prix,Spielberg,11,0
HAM,44,Mercedes,2.0,1.0,Finished,25.0,2024,British Grand Prix,Silverstone,12,1
VER,1,Red Bull Racing,4.0,2.0,Finished,18.0,2024,British Grand Prix,Silverstone,12,1
NOR,4,McLaren,3.0,3.0,Finished,15.0,2024,British Grand Prix,Silverstone,12,1
PIA,81,McLaren,5.0,4.0,Finished,12.0,2024,British Grand Prix,Silverstone,12,1
SAI,55,Ferrari,7.0,5.0,Finished,11.0,2024,British Grand Prix,Silverstone,12,1
HUL,27,Haas F1 Team,6.0,6.0,Finished,8.0,2024,British Grand Prix,Silverstone,12,1
STR,18,Aston Martin,8.0,7.0,Finished,6.0,2024,British Grand Prix,Silverstone,12,1
ALO,14,Aston Martin,10.0,8.0,Finished,4.0,2024,British Grand Prix,Silverstone,12,1
ALB,23,Williams,9.0,9.0,Finished,2.0,2024,British Grand Prix,Silverstone,12,1
TSU,22,RB,13.0,10.0,Finished,1.0,2024,British Grand Prix,Silverstone,12,1
SAR,2,Williams,12.0,11.0,Finished,0.0,2024,British Grand Prix,Silverstone,12,1
MAG,20,Haas F1 Team,17.0,12.0,Finished,0.0,2024,British Grand Prix,Silverstone,12,1
RIC,3,RB,15.0,13.0,Lapped,0.0,2024,British Grand Prix,Silverstone,12,1
LEC,16,Ferrari,11.0,14.0,Lapped,0.0,2024,British Grand Prix,Silverstone,12,1
BOT,77,Kick Sauber,16.0,15.0,Lapped,0.0,2024,British Grand Prix,Silverstone,12,1
OCO,31,Alpine,18.0,16.0,Lapped,0.0,2024,British Grand Prix,Silverstone,12,1
PER,11,Red Bull Racing,20.0,17.0,Lapped,0.0,2024,British Grand Prix,Silverstone,12,1
ZHO,24,Kick Sauber,14.0,18.0,Lapped,0.0,2024,British Grand Prix,Silverstone,12,1
RUS,63,Mercedes,1.0,19.0,Retired,0.0,2024,British Grand Prix,Silverstone,12,1
GAS,10,Alpine,19.0,20.0,Did not start,0.0,2024,British Grand Prix,Silverstone,12,1
PIA,81,McLaren,2.0,1.0,Finished,25.0,2024,Hungarian Grand Prix,Budapest,13,0
NOR,4,McLaren,1.0,2.0,Finished,18.0,2024,Hungarian Grand Prix,Budapest,13,0
HAM,44,Mercedes,5.0,3.0,Finished,15.0,2024,Hungarian Grand Prix,Budapest,13,0
LEC,16,Ferrari,6.0,4.0,Finished,12.0,2024,Hungarian Grand Prix,Budapest,13,0
VER,1,Red Bull Racing,3.0,5.0,Finished,10.0,2024,Hungarian Grand Prix,Budapest,13,0
SAI,55,Ferrari,4.0,6.0,Finished,8.0,2024,Hungarian Grand Prix,Budapest,13,0
PER,11,Red Bull Racing,16.0,7.0,Finished,6.0,2024,Hungarian Grand Prix,Budapest,13,0
RUS,63,Mercedes,17.0,8.0,Finished,5.0,2024,Hungarian Grand Prix,Budapest,13,0
TSU,22,RB,10.0,9.0,Finished,2.0,2024,Hungarian Grand Prix,Budapest,13,0
STR,18,Aston Martin,8.0,10.0,Finished,1.0,2024,Hungarian Grand Prix,Budapest,13,0
ALO,14,Aston Martin,7.0,11.0,Finished,0.0,2024,Hungarian Grand Prix,Budapest,13,0
RIC,3,RB,9.0,12.0,Lapped,0.0,2024,Hungarian Grand Prix,Budapest,13,0
HUL,27,Haas F1 Team,11.0,13.0,Lapped,0.0,2024,Hungarian Grand Prix,Budapest,13,0
ALB,23,Williams,13.0,14.0,Lapped,0.0,2024,Hungarian Grand Prix,Budapest,13,0
MAG,20,Haas F1 Team,15.0,15.0,Lapped,0.0,2024,Hungarian Grand Prix,Budapest,13,0
BOT,77,Kick Sauber,12.0,16.0,Lapped,0.0,2024,Hungarian Grand Prix,Budapest,13,0
SAR,2,Williams,14.0,17.0,Lapped,0.0,2024,Hungarian Grand Prix,Budapest,13,0
OCO,31,Alpine,19.0,18.0,Lapped,0.0,2024,Hungarian Grand Prix,Budapest,13,0
ZHO,24,Kick Sauber,18.0,19.0,Lapped,0.0,2024,Hungarian Grand Prix,Budapest,13,0
GAS,10,Alpine,20.0,20.0,Retired,0.0,2024,Hungarian Grand Prix,Budapest,13,0
HAM,44,Mercedes,3.0,1.0,Finished,25.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
PIA,81,McLaren,5.0,2.0,Finished,18.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
LEC,16,Ferrari,1.0,3.0,Finished,15.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
VER,1,Red Bull Racing,11.0,4.0,Finished,12.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
NOR,4,McLaren,4.0,5.0,Finished,10.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
SAI,55,Ferrari,7.0,6.0,Finished,8.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
PER,11,Red Bull Racing,2.0,7.0,Finished,7.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
ALO,14,Aston Martin,8.0,8.0,Finished,4.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
OCO,31,Alpine,9.0,9.0,Finished,2.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
RIC,3,RB,13.0,10.0,Finished,1.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
STR,18,Aston Martin,15.0,11.0,Finished,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
ALB,23,Williams,10.0,12.0,Finished,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
GAS,10,Alpine,12.0,13.0,Finished,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
MAG,20,Haas F1 Team,17.0,14.0,Finished,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
BOT,77,Kick Sauber,14.0,15.0,Finished,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
TSU,22,RB,20.0,16.0,Finished,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
SAR,2,Williams,18.0,17.0,Finished,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
HUL,27,Haas F1 Team,16.0,18.0,Finished,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
ZHO,24,Kick Sauber,19.0,19.0,Retired,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
RUS,63,Mercedes,6.0,20.0,Disqualified,0.0,2024,Belgian Grand Prix,Spa-Francorchamps,14,0
NOR,4,McLaren,1.0,1.0,Finished,26.0,2024,Dutch Grand Prix,Zandvoort,15,0
VER,1,Red Bull Racing,2.0,2.0,Finished,18.0,2024,Dutch Grand Prix,Zandvoort,15,0
LEC,16,Ferrari,6.0,3.0,Finished,15.0,2024,Dutch Grand Prix,Zandvoort,15,0
PIA,81,McLaren,3.0,4.0,Finished,12.0,2024,Dutch Grand Prix,Zandvoort,15,0
SAI,55,Ferrari,10.0,5.0,Finished,10.0,2024,Dutch Grand Prix,Zandvoort,15,0
PER,11,Red Bull Racing,5.0,6.0,Finished,8.0,2024,Dutch Grand Prix,Zandvoort,15,0
RUS,63,Mercedes,4.0,7.0,Finished,6.0,2024,Dutch Grand Prix,Zandvoort,15,0
HAM,44,Mercedes,14.0,8.0,Finished,4.0,2024,Dutch Grand Prix,Zandvoort,15,0
GAS,10,Alpine,9.0,9.0,Lapped,2.0,2024,Dutch Grand Prix,Zandvoort,15,0
ALO,14,Aston Martin,7.0,10.0,Lapped,1.0,2024,Dutch Grand Prix,Zandvoort,15,0
HUL,27,Haas F1 Team,12.0,11.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
RIC,3,RB,13.0,12.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
STR,18,Aston Martin,8.0,13.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
ALB,23,Williams,19.0,14.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
OCO,31,Alpine,15.0,15.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
SAR,2,Williams,18.0,16.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
TSU,22,RB,11.0,17.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
MAG,20,Haas F1 Team,20.0,18.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
BOT,77,Kick Sauber,16.0,19.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
ZHO,24,Kick Sauber,17.0,20.0,Lapped,0.0,2024,Dutch Grand Prix,Zandvoort,15,0
LEC,16,Ferrari,4.0,1.0,Finished,25.0,2024,Italian Grand Prix,Monza,16,0
PIA,81,McLaren,2.0,2.0,Finished,18.0,2024,Italian Grand Prix,Monza,16,0
NOR,4,McLaren,1.0,3.0,Finished,16.0,2024,Italian Grand Prix,Monza,16,0
SAI,55,Ferrari,5.0,4.0,Finished,12.0,2024,Italian Grand Prix,Monza,16,0
HAM,44,Mercedes,6.0,5.0,Finished,10.0,2024,Italian Grand Prix,Monza,16,0
VER,1,Red Bull Racing,7.0,6.0,Finished,8.0,2024,Italian Grand Prix,Monza,16,0
RUS,63,Mercedes,3.0,7.0,Finished,6.0,2024,Italian Grand Prix,Monza,16,0
PER,11,Red Bull Racing,8.0,8.0,Finished,4.0,2024,Italian Grand Prix,Monza,16,0
ALB,23,Williams,9.0,9.0,Finished,2.0,2024,Italian Grand Prix,Monza,16,0
MAG,20,Haas F1 Team,13.0,10.0,Finished,1.0,2024,Italian Grand Prix,Monza,16,0
ALO,14,Aston Martin,11.0,11.0,Finished,0.0,2024,Italian Grand Prix,Monza,16,0
COL,43,Williams,18.0,12.0,Finished,0.0,2024,Italian Grand Prix,Monza,16,0
RIC,3,RB,12.0,13.0,Finished,0.0,2024,Italian Grand Prix,Monza,16,0
OCO,31,Alpine,15.0,14.0,Lapped,0.0,2024,Italian Grand Prix,Monza,16,0
GAS,10,Alpine,14.0,15.0,Lapped,0.0,2024,Italian Grand Prix,Monza,16,0
BOT,77,Kick Sauber,19.0,16.0,Lapped,0.0,2024,Italian Grand Prix,Monza,16,0
HUL,27,Haas F1 Team,10.0,17.0,Lapped,0.0,2024,Italian Grand Prix,Monza,16,0
ZHO,24,Kick Sauber,20.0,18.0,Lapped,0.0,2024,Italian Grand Prix,Monza,16,0
STR,18,Aston Martin,17.0,19.0,Lapped,0.0,2024,Italian Grand Prix,Monza,16,0
TSU,22,RB,16.0,20.0,Retired,0.0,2024,Italian Grand Prix,Monza,16,0
PIA,81,McLaren,2.0,1.0,Finished,25.0,2024,Azerbaijan Grand Prix,Baku,17,0
LEC,16,Ferrari,1.0,2.0,Finished,18.0,2024,Azerbaijan Grand Prix,Baku,17,0
RUS,63,Mercedes,5.0,3.0,Finished,15.0,2024,Azerbaijan Grand Prix,Baku,17,0
NOR,4,McLaren,15.0,4.0,Finished,13.0,2024,Azerbaijan Grand Prix,Baku,17,0
VER,1,Red Bull Racing,6.0,5.0,Finished,10.0,2024,Azerbaijan Grand Prix,Baku,17,0
ALO,14,Aston Martin,7.0,6.0,Finished,8.0,2024,Azerbaijan Grand Prix,Baku,17,0
ALB,23,Williams,9.0,7.0,Finished,6.0,2024,Azerbaijan Grand Prix,Baku,17,0
COL,43,Williams,8.0,8.0,Finished,4.0,2024,Azerbaijan Grand Prix,Baku,17,0
HAM,44,Mercedes,19.0,9.0,Finished,2.0,2024,Azerbaijan Grand Prix,Baku,17,0
BEA,50,Haas F1 Team,10.0,10.0,Finished,1.0,2024,Azerbaijan Grand Prix,Baku,17,0
HUL,27,Haas F1 Team,12.0,11.0,Finished,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
GAS,10,Alpine,18.0,12.0,Finished,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
RIC,3,RB,14.0,13.0,Finished,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
ZHO,24,Kick Sauber,17.0,14.0,Finished,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
OCO,31,Alpine,20.0,15.0,Lapped,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
BOT,77,Kick Sauber,16.0,16.0,Lapped,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
PER,11,Red Bull Racing,4.0,17.0,Retired,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
SAI,55,Ferrari,3.0,18.0,Retired,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
STR,18,Aston Martin,13.0,19.0,Retired,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
TSU,22,RB,11.0,20.0,Retired,0.0,2024,Azerbaijan Grand Prix,Baku,17,0
NOR,4,McLaren,1.0,1.0,Finished,25.0,2024,Singapore Grand Prix,Marina Bay,18,0
VER,1,Red Bull Racing,2.0,2.0,Finished,18.0,2024,Singapore Grand Prix,Marina Bay,18,0
PIA,81,McLaren,5.0,3.0,Finished,15.0,2024,Singapore Grand Prix,Marina Bay,18,0
RUS,63,Mercedes,4.0,4.0,Finished,12.0,2024,Singapore Grand Prix,Marina Bay,18,0
LEC,16,Ferrari,9.0,5.0,Finished,10.0,2024,Singapore Grand Prix,Marina Bay,18,0
HAM,44,Mercedes,3.0,6.0,Finished,8.0,2024,Singapore Grand Prix,Marina Bay,18,0
SAI,55,Ferrari,10.0,7.0,Finished,6.0,2024,Singapore Grand Prix,Marina Bay,18,0
ALO,14,Aston Martin,7.0,8.0,Lapped,4.0,2024,Singapore Grand Prix,Marina Bay,18,0
HUL,27,Haas F1 Team,6.0,9.0,Lapped,2.0,2024,Singapore Grand Prix,Marina Bay,18,0
PER,11,Red Bull Racing,13.0,10.0,Lapped,1.0,2024,Singapore Grand Prix,Marina Bay,18,0
COL,43,Williams,12.0,11.0,Lapped,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
TSU,22,RB,8.0,12.0,Lapped,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
OCO,31,Alpine,15.0,13.0,Lapped,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
STR,18,Aston Martin,17.0,14.0,Lapped,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
ZHO,24,Kick Sauber,20.0,15.0,Lapped,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
BOT,77,Kick Sauber,19.0,16.0,Lapped,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
GAS,10,Alpine,18.0,17.0,Lapped,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
RIC,3,RB,16.0,18.0,Lapped,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
MAG,20,Haas F1 Team,14.0,19.0,Retired,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
ALB,23,Williams,11.0,20.0,Retired,0.0,2024,Singapore Grand Prix,Marina Bay,18,0
LEC,16,Ferrari,4.0,1.0,Finished,25.0,2024,United States Grand Prix,Austin,19,0
SAI,55,Ferrari,3.0,2.0,Finished,18.0,2024,United States Grand Prix,Austin,19,0
VER,1,Red Bull Racing,2.0,3.0,Finished,15.0,2024,United States Grand Prix,Austin,19,0
NOR,4,McLaren,1.0,4.0,Finished,12.0,2024,United States Grand Prix,Austin,19,0
PIA,81,McLaren,5.0,5.0,Finished,10.0,2024,United States Grand Prix,Austin,19,0
RUS,63,Mercedes,20.0,6.0,Finished,8.0,2024,United States Grand Prix,Austin,19,0
PER,11,Red Bull Racing,9.0,7.0,Finished,6.0,2024,United States Grand Prix,Austin,19,0
HUL,27,Haas F1 Team,11.0,8.0,Finished,4.0,2024,United States Grand Prix,Austin,19,0
LAW,30,RB,19.0,9.0,Finished,2.0,2024,United States Grand Prix,Austin,19,0
COL,43,Williams,15.0,10.0,Finished,1.0,2024,United States Grand Prix,Austin,19,0
MAG,20,Haas F1 Team,8.0,11.0,Finished,0.0,2024,United States Grand Prix,Austin,19,0
GAS,10,Alpine,6.0,12.0,Finished,0.0,2024,United States Grand Prix,Austin,19,0
ALO,14,Aston Martin,7.0,13.0,Lapped,0.0,2024,United States Grand Prix,Austin,19,0
TSU,22,RB,10.0,14.0,Lapped,0.0,2024,United States Grand Prix,Austin,19,0
STR,18,Aston Martin,13.0,15.0,Lapped,0.0,2024,United States Grand Prix,Austin,19,0
ALB,23,Williams,14.0,16.0,Lapped,0.0,2024,United States Grand Prix,Austin,19,0
BOT,77,Kick Sauber,16.0,17.0,Lapped,0.0,2024,United States Grand Prix,Austin,19,0
OCO,31,Alpine,12.0,18.0,Lapped,0.0,2024,United States Grand Prix,Austin,19,0
ZHO,24,Kick Sauber,18.0,19.0,Lapped,0.0,2024,United States Grand Prix,Austin,19,0
HAM,44,Mercedes,17.0,20.0,Retired,0.0,2024,United States Grand Prix,Austin,19,0
SAI,55,Ferrari,1.0,1.0,Finished,25.0,2024,Mexico City Grand Prix,Mexico City,20,0
NOR,4,McLaren,3.0,2.0,Finished,18.0,2024,Mexico City Grand Prix,Mexico City,20,0
LEC,16,Ferrari,4.0,3.0,Finished,16.0,2024,Mexico City Grand Prix,Mexico City,20,0
HAM,44,Mercedes,6.0,4.0,Finished,12.0,2024,Mexico City Grand Prix,Mexico City,20,0
RUS,63,Mercedes,5.0,5.0,Finished,10.0,2024,Mexico City Grand Prix,Mexico City,20,0
VER,1,Red Bull Racing,2.0,6.0,Finished,8.0,2024,Mexico City Grand Prix,Mexico City,20,0
MAG,20,Haas F1 Team,7.0,7.0,Finished,6.0,2024,Mexico City Grand Prix,Mexico City,20,0
PIA,81,McLaren,17.0,8.0,Finished,4.0,2024,Mexico City Grand Prix,Mexico City,20,0
HUL,27,Haas F1 Team,10.0,9.0,Lapped,2.0,2024,Mexico City Grand Prix,Mexico City,20,0
GAS,10,Alpine,8.0,10.0,Lapped,1.0,2024,Mexico City Grand Prix,Mexico City,20,0
STR,18,Aston Martin,14.0,11.0,Lapped,0.0,2024,Mexico City Grand Prix,Mexico City,20,0
